date,region,city,channel,sku,list_price_per_unit,promo_flag,promo_discount_pct,competitor_price_index,temp_c,event,units_sold,net_sales_value
2024-01-01,North,Jaipur,On-Trade,Heineken_330_Can,159.6972127939265,1,0.08668695797323275,1.0331702583621376,22.22480874645698,None,50,7292.6773610008495
2024-01-01,North,Delhi,On-Trade,Heineken_650_Bottle,187.82875537013425,0,0.03540362888980227,0.9671367929845534,20.985973626937295,None,29,5254.18913878512
2024-01-01,North,Chandigarh,Off-Trade,Heineken_330_Can,160.7106524850072,0,0.0011531212520707879,0.85,21.077295399115545,None,63,10113.096017820131
2024-01-01,North,Lucknow,Off-Trade,Heineken_650_Bottle,187.71757297830854,0,0.029620728443102123,1.0085553415655877,19.398980068419668,None,51,9290.019327981114
2024-01-01,South,Kochi,On-Trade,Heineken_330_Can,156.1818936656349,0,0.03416317594127291,1.0791159735727927,20.731811933652477,None,45,6788.080086907258
2024-01-01,South,Kochi,On-Trade,Heineken_650_Bottle,190.83082560100468,0,0.02600340105889054,0.9070269765771098,20.467425415362033,Sports_Event,66,12267.325957161169
2024-01-01,South,Kochi,Off-Trade,Heineken_330_Can,160.84315532873666,0,0.02852219872026997,1.0395124966988596,20.21038456368037,None,111,17344.366592751725
2024-01-01,South,Kochi,Off-Trade,Heineken_650_Bottle,187.42769639883736,0,0.01404672548436904,0.9208613386722904,20.37377688550038,None,70,12935.646569954866
2024-01-01,East,Guwahati,On-Trade,Heineken_330_Can,160.67707843944328,0,0.009942120204440259,1.065140908053977,21.18878467606836,None,61,9703.856064301503
2024-01-01,East,Guwahati,On-Trade,Heineken_650_Bottle,194.48292210986264,1,0.1746596253655116,0.9664578033508298,19.893645096562622,None,38,6099.555096178234
2024-01-01,East,Guwahati,Off-Trade,Heineken_330_Can,157.01195890908144,0,0.028062171292385057,1.022879165677901,20.050455130320316,None,92,14039.739342936413
2024-01-01,East,Patna,Off-Trade,Heineken_650_Bottle,190.33077885930504,0,0.026136641469099706,0.9720953126989359,20.08083743034623,None,52,9638.520919649694
2024-01-01,West,Surat,On-Trade,Heineken_330_Can,165.1933455978924,0,0.03477580432130638,1.0208355313955844,18.62995990567704,None,64,10204.711304716682
2024-01-01,West,Surat,On-Trade,Heineken_650_Bottle,195.21307610748914,1,0.2116240759128834,1.0640781482391453,20.665260226047874,None,53,8156.76833131691
2024-01-01,West,Surat,Off-Trade,Heineken_330_Can,155.68195208565436,0,0.0453414220772877,1.0594944842843645,18.205147222931682,None,50,7431.15554931613
2024-01-01,West,Pune,Off-Trade,Heineken_650_Bottle,189.38711429566916,0,0.020870550157438952,0.9723138483893795,19.738428276853433,None,64,11867.808065765681
2024-01-02,North,Lucknow,On-Trade,Heineken_330_Can,163.47752647372567,0,0.020191808552902042,0.9989161661991754,20.303151447849718,None,69,11052.186749396169
2024-01-02,North,Delhi,On-Trade,Heineken_650_Bottle,191.8154655778474,0,0.0018443473677266398,1.004216114695872,24.039079284955385,None,38,7275.544266695146
2024-01-02,North,Jaipur,Off-Trade,Heineken_330_Can,159.3141616535802,0,0.02654672916585682,1.1375524334747826,17.434349288322593,None,54,8374.584154601362
2024-01-02,North,Delhi,Off-Trade,Heineken_650_Bottle,186.2359619645034,0,0.01838915663596266,1.0983643714114733,22.432704746465312,None,46,8409.317025679691
2024-01-02,South,Bengaluru,On-Trade,Heineken_330_Can,157.6950464228518,1,0.11519178104037696,1.0502689795877298,18.917008490255398,None,61,8511.322263013673
2024-01-02,South,Bengaluru,On-Trade,Heineken_650_Bottle,188.64436890208086,0,0.01933676731502687,0.9451722695364634,19.861123841918943,Festival,59,10914.799201484542
2024-01-02,South,Kochi,Off-Trade,Heineken_330_Can,160.20103871914617,0,0.04910841716647178,0.8802629295032478,20.522683854071435,Long_Weekend,116,17670.723036390013
2024-01-02,South,Kochi,Off-Trade,Heineken_650_Bottle,190.95187283131432,0,0.016951489552435035,1.0909577769985142,19.04349688215313,None,59,11075.182295085788
2024-01-02,East,Guwahati,On-Trade,Heineken_330_Can,161.81406102651866,1,0.23712699884418953,1.0457133817734832,21.998247314421526,None,65,8023.832593693133
2024-01-02,East,Kolkata,On-Trade,Heineken_650_Bottle,192.79110404654418,0,0.008040402570874933,1.130604215780133,21.054965497595138,None,26,4972.26563490609
2024-01-02,East,Kolkata,Off-Trade,Heineken_330_Can,161.3379792702579,0,0.008941135461066441,1.0940217748607746,19.242394641306166,None,31,4956.758470820221
2024-01-02,East,Bhubaneswar,Off-Trade,Heineken_650_Bottle,190.04940718913605,0,0.013260118384086273,1.0615071483733627,19.984824353936745,None,79,14814.817034527632
2024-01-02,West,Surat,On-Trade,Heineken_330_Can,159.9629333766976,0,0.04320837825359516,0.9996712803728508,17.987998140936035,None,55,8417.815694464143
2024-01-02,West,Pune,On-Trade,Heineken_650_Bottle,188.28064351709025,1,0.12403174005108888,1.0331266337201481,20.23497274724215,Sports_Event,78,12864.373679330689
2024-01-02,West,Mumbai,Off-Trade,Heineken_330_Can,156.32729608696,0,0.013423742844507841,0.85,19.94218858846315,None,115,17736.31184644181
2024-01-02,West,Ahmedabad,Off-Trade,Heineken_650_Bottle,184.76485640176307,0,0.04386865359639777,1.0610713010362318,21.943513932374064,None,40,7066.378836779439
2024-01-03,North,Jaipur,On-Trade,Heineken_330_Can,156.21355001134586,0,,0.9486934205469394,20.809216381052998,None,63,9715.38121269598
2024-01-03,North,Lucknow,On-Trade,Heineken_650_Bottle,190.6270866328155,0,0.03978963347180506,0.9779311528751758,21.65465050297244,None,30,5491.263141776932
2024-01-03,North,Chandigarh,Off-Trade,Heineken_330_Can,161.1341426723829,0,0.00775208083638721,0.9711066870766926,21.40966214993902,None,34,5436.090604278077
2024-01-03,North,Delhi,Off-Trade,Heineken_650_Bottle,190.1731729916345,0,0.03849967765493054,1.0384703441543868,18.60988896191848,None,44,8045.468953845013
2024-01-03,South,Hyderabad,On-Trade,Heineken_330_Can,157.6553849558277,0,0.006917654620890068,0.9084459990231437,,None,44,6888.850295957513
2024-01-03,South,Chennai,On-Trade,Heineken_650_Bottle,191.20751472326106,1,0.18919484121873958,0.9159792515060956,20.014444818471116,None,27,4185.865062054824
2024-01-03,South,Kochi,Off-Trade,Heineken_330_Can,165.29747720121253,0,0.04673069986698549,1.0189743224119585,23.883406581248384,None,67,10557.391697158637
2024-01-03,South,Hyderabad,Off-Trade,Heineken_650_Bottle,177.68318410773753,0,0.01779863393256308,0.9833825627155331,23.324205192940994,None,41,7155.3473124711
2024-01-03,East,Kolkata,On-Trade,Heineken_330_Can,160.00580355582298,0,0.03248868413213817,0.977292318670282,21.303110173178304,None,66,10217.290085956069
2024-01-03,East,Guwahati,On-Trade,Heineken_650_Bottle,192.45921824779074,0,0.008146721354071485,1.0139341786901428,19.615871356494345,None,40,7635.652264988143
2024-01-03,East,Guwahati,Off-Trade,Heineken_330_Can,163.63845573962706,0,,1.0158889010853545,20.109753278980932,None,85,13510.51292446573
2024-01-03,East,Guwahati,Off-Trade,Heineken_650_Bottle,187.760413923612,1,0.0891582269578593,0.9659497063763347,20.82759406416112,None,95,16246.902690904355
2024-01-03,West,Surat,On-Trade,Heineken_330_Can,165.37057763143326,0,0.017416830222659867,1.0314054071836403,20.39809914673083,None,23,3737.2779662110784
2024-01-03,West,Ahmedabad,On-Trade,Heineken_650_Bottle,195.90086714818943,1,0.13252353538228528,1.0894365427051897,19.628839588978792,None,42,7137.454449268751
2024-01-03,West,Mumbai,Off-Trade,Heineken_330_Can,158.11311085860106,0,0.018886444308814743,0.9771818801312958,25.39717436136395,None,73,11324.264896898994
2024-01-03,West,Surat,Off-Trade,Heineken_650_Bottle,190.36858466697234,0,0.04526909882096319,0.981027167639802,19.596554647869972,Sports_Event,84,15267.064713203206
2024-01-04,North,Jaipur,On-Trade,Heineken_330_Can,165.8037330428125,0,0.0045852073629240545,1.0786479247184062,23.90283205019403,None,59,9737.565824170593
2024-01-04,North,Jaipur,On-Trade,Heineken_650_Bottle,188.35344705377028,0,0.038075531585873616,0.9424445723103498,21.053555085261067,None,44,7971.998734971316
2024-01-04,North,Chandigarh,Off-Trade,Heineken_330_Can,160.92762499691878,1,0.0793209643384051,0.8892842252069818,20.806537789389285,None,99,14668.106368753923
2024-01-04,North,Delhi,Off-Trade,Heineken_650_Bottle,189.92773840996978,1,0.12525191710618316,0.8574046845519503,23.043072688837206,Festival,71,11795.863679436037
2024-01-04,South,Bengaluru,On-Trade,Heineken_330_Can,162.68854770969097,0,0.028573651260250535,1.059636112729528,21.840533449480706,None,70,11062.795931837834
2024-01-04,South,Kochi,On-Trade,Heineken_650_Bottle,190.26468012517176,1,0.12497411590474082,1.048310079419778,20.086193560194445,None,65,10821.623796010956
2024-01-04,South,Hyderabad,Off-Trade,Heineken_330_Can,157.7541969839117,1,0.10059803359784823,0.9669656181096902,21.013833984862796,None,72,10215.679318237624
2024-01-04,South,Bengaluru,Off-Trade,Heineken_650_Bottle,186.80905699971305,0,0.029215715596155014,0.9922347645059343,22.152487957744853,None,47,8523.510945822305
2024-01-04,East,Patna,On-Trade,Heineken_330_Can,158.4163410317911,0,0.011469737285247484,0.9441235347377926,,None,53,8299.765402578712
2024-01-04,East,Kolkata,On-Trade,Heineken_650_Bottle,192.81945946281198,0,0.04068975098534744,0.937110973005615,21.425903025282956,Festival,75,13873.026275410564
